#x y density u0 u1 u2 u3
2.317598751697802 0.0 0.0 0.0 0.0 0.0 0.0
2.3230772051741213 0.0 0.0 0.0 0.0 0.0 0.0
2.3286197619678166 0.0 0.0 0.0 0.0 0.0 0.0
2.3342271721510244 0.0 0.0 0.0 0.0 0.0 0.0
2.339900194572464 0.0 0.0 0.0 0.0 0.0 0.0
2.345639596960136 0.0 0.0 0.0 0.0 0.0 0.0
2.351446156025216 0.0 0.0 0.0 0.0 0.0 0.0
2.3573206575671692 0.0 0.0 0.0 0.0 0.0 0.0
2.3632638965800883 0.0 0.0 0.0 0.0 0.0 0.0
2.369276677360285 0.0 0.0 0.0 0.0 0.0 0.0
2.37535981361513 0.0 0.0 0.0 0.0 0.0 0.0
2.3815141285731753 0.0 0.0 0.0 0.0 0.0 0.0
2.3877404550955594 0.0 0.0 0.0 0.0 0.0 0.0
2.3940396357887193 0.0 0.0 0.0 0.0 0.0 0.0
2.40041252311842 0.0 0.0 0.0 0.0 0.0 0.0
2.406859979525117 0.0 0.0 0.0 0.0 0.0 0.0
2.4133828775406725 0.0 0.0 0.0 0.0 0.0 0.0
2.4199820999064316 0.0 0.0 0.0 0.0 0.0 0.0
2.4266585396926867 0.0 0.0 0.0 0.0 0.0 0.0
2.4334131004195347 0.0 0.0 0.0 0.0 0.0 0.0
2.4402466961791482 0.0 0.0 0.0 0.0 0.0 0.0
2.447160251759484 0.0 0.0 0.0 0.0 0.0 0.0
2.4541547027694293 0.0 0.0 0.0 0.0 0.0 0.0
2.461230995765421 0.0 0.0 0.0 0.0 0.0 0.0
2.4683900883795395 0.0 0.0 0.0 0.0 0.0 0.0
2.4756329494491087 0.0 0.0 0.0 0.0 0.0 0.0
2.4829605591478052 0.0 0.0 0.0 0.0 0.0 0.0
2.490373909118305 0.0 0.0 0.0 0.0 0.0 0.0
2.4978740026064843 0.0 0.0 0.0 0.0 0.0 0.0
2.505461854597187 0.0 0.0 0.0 0.0 0.0 0.0
2.5131384919515813 0.0 0.0 0.0 0.0 0.0 0.0
2.5209049535461263 0.0 0.0 0.0 0.0 0.0 0.0
2.528762290413161 0.0 0.0 0.0 0.0 0.0 0.0
2.536711565883142 0.0 0.0 0.0 0.0 0.0 0.0
2.5447538557285423 0.0 0.0 0.0 0.0 0.0 0.0
2.552890248309435 0.0 0.0 0.0 0.0 0.0 0.0
2.561121844720782 0.0 0.0 0.0 0.0 0.0 0.0
2.569449758941443 0.0 0.0 0.0 0.0 0.0 0.0
2.5778751179849317 0.0 0.0 0.0 0.0 0.0 0.0
2.5863990620519326 0.0 0.0 0.0 0.0 0.0 0.0
2.5950227446846044 0.0 0.0 0.0 0.0 0.0 0.0
2.603747332922689 0.0 0.0 0.0 0.0 0.0 0.0
2.612574007461445 0.0 0.0 0.0 0.0 0.0 0.0
2.6215039628114347 0.0 0.0 0.0 0.0 0.0 0.0
2.63053840746017 0.0 0.0 0.0 0.0 0.0 0.0
2.6396785640356635 0.0 0.0 0.0 0.0 0.0 0.0
2.6489256694718817 0.0 0.0 0.0 0.0 0.0 0.0
2.658280975176141 0.0 0.0 0.0 0.0 0.0 0.0
2.6677457471984596 0.0 0.0 0.0 0.0 0.0 0.0
2.677321266402891 0.0 0.0 0.0 0.0 0.0 0.0
2.687008828640864 0.0 0.0 0.0 0.0 0.0 0.0
2.6968097449265493 0.0 0.0 0.0 0.0 0.0 0.0
2.7067253416142774 0.0 0.0 0.0 0.0 0.0 0.0
2.7167569605780355 0.0 0.0 0.0 0.0 0.0 0.0
2.726905959393062 0.0 0.0 0.0 0.0 0.0 0.0
2.7371737115195662 0.0 0.0 0.0 0.0 0.0 0.0
2.7475616064885986 0.0 0.0 0.0 0.0 0.0 0.0
2.758071050090096 0.0 0.0 0.0 0.0 0.0 0.0
2.768703464563126 0.0 0.0 0.0 0.0 0.0 0.0
2.779460288788359 0.0 0.0 0.0 0.0 0.0 0.0
2.790342978482788 0.0 0.0 0.0 0.0 0.0 0.0
2.801353006396735 0.0 0.0 0.0 0.0 0.0 0.0
2.8124918625131556 0.0 0.0 0.0 0.0 0.0 0.0
2.8237610542492773 0.0 0.0 0.0 0.0 0.0 0.0
2.835162106660597 0.0 0.0 0.0 0.0 0.0 0.0
2.8466965626472707 0.0 0.0 0.0 0.0 0.0 0.0
2.8583659831629067 0.0 0.0 0.0 0.0 0.0 0.0
2.870171947425814 0.0 0.0 0.0 0.0 0.0 0.0
2.882116053132716 0.0 0.0 0.0 0.0 0.0 0.0
2.8941999166749657 0.0 0.0 0.0 0.0 0.0 0.0
2.9064251733572917 0.0 0.0 0.0 0.0 0.0 0.0
2.9187934776191033 0.0 0.0 0.0 0.0 0.0 0.0
2.9313065032583854 0.0 0.0 0.0 0.0 0.0 0.0
2.9439659436582124 0.0 0.0 0.0 0.0 0.0 0.0
2.9567735120159133 0.0 0.0 0.0 0.0 0.0 0.0
2.9697309415749182 0.0 0.0 0.0 0.0 0.0 0.0
2.982839985859318 0.0 0.0 0.0 0.0 0.0 0.0
2.9961024189111667 0.0 0.0 0.0 0.0 0.0 0.0
3.0095200355305645 0.0 0.0 0.0 0.0 0.0 0.0
3.023094651518543 0.0 0.0 0.0 0.0 0.0 0.0
3.036828103922802 0.0 0.0 0.0 0.0 0.0 0.0
3.0507222512863126 0.0 0.0 0.0 0.0 0.0 0.0
3.064778973898836 0.0 0.0 0.0 0.0 0.0 0.0
3.0790001740513784 0.0 0.0 0.0 0.0 0.0 0.0
3.0933877762936337 0.0 0.0 0.0 0.0 0.0 0.0
3.1079437276944244 0.0 0.0 0.0 0.0 0.0 0.0
3.122669998105204 0.0 0.0 0.0 0.0 0.0 0.0
3.1375685804266333 0.0 0.0 0.0 0.0 0.0 0.0
3.152641490878279 0.0 0.0 0.0 0.0 0.0 0.0
3.167890769271469 0.0 0.0 0.0 0.0 0.0 0.0
3.1833184792853384 0.0 0.0 0.0 0.0 0.0 0.0
3.1989267087461064 0.0 0.0 0.0 0.0 0.0 0.0
3.214717569909622 0.0 0.0 0.0 0.0 0.0 0.0
3.230693199747214 0.0 0.0 0.0 0.0 0.0 0.0
3.2468557602348866 0.0 0.0 0.0 0.0 0.0 0.0
3.2632074386458982 0.0 0.0 0.0 0.0 0.0 0.0
3.279750447846766 0.0 0.0 0.0 0.0 0.0 0.0
3.29648702659673 0.0 0.0 0.0 0.0 0.0 0.0
3.3134194398507275 0.0 0.0 0.0 0.0 0.0 0.0
3.3305499790659026 0.0 0.0 0.0 0.0 0.0 0.0
3.3478809625117134 0.0 0.0 0.0 0.0 0.0 0.0
3.3654147355836606 0.0 0.0 0.0 0.0 0.0 0.0
3.383153671120689 0.0 0.0 0.0 0.0 0.0 0.0
3.401100169726302 0.0 0.0 0.0 0.0 0.0 0.0
3.419256660093436 0.0 0.0 0.0 0.0 0.0 0.0
3.4376255993331357 0.0 0.0 0.0 0.0 0.0 0.0
3.456209473307069 0.0 0.0 0.0 0.0 0.0 0.0
3.475010796963942 0.0 0.0 0.0 0.0 0.0 0.0
3.4940321146798468 0.0 0.0 0.0 0.0 0.0 0.0
3.5132760006025867 0.0 0.0 0.0 0.0 0.0 0.0
3.5327450590000384 0.0 0.0 0.0 0.0 0.0 0.0
3.552441924612585 0.0 0.0 0.0 0.0 0.0 0.0
3.5723692630096746 0.0 0.0 0.0 0.0 0.0 0.0
3.5925297709505504 0.0 0.0 0.0 0.0 0.0 0.0
3.6129261767492045 0.0 0.0 0.0 0.0 0.0 0.0
3.633561240643596 0.0 0.0 0.0 0.0 0.0 0.0
3.6544377551691953 0.0 0.0 0.0 0.0 0.0 0.0
3.6755585455368953 0.0 0.0 0.0 0.0 0.0 0.0
3.6969264700153497 0.0 0.0 0.0 0.0 0.0 0.0
3.7185444203177767 0.0 0.0 0.0 0.0 0.0 0.0
3.740415321993296 0.0 0.0 0.0 0.0 0.0 0.0
3.7625421348228425 0.0 0.0 0.0 0.0 0.0 0.0
3.784927853219711 0.0 0.0 0.0 0.0 0.0 0.0
3.807575506634791 0.0 0.0 0.0 0.0 0.0 0.0
3.8304881599665377 0.0 0.0 0.0 0.0 0.0 0.0
3.8536689139757487 0.0 0.0 0.0 0.0 0.0 0.0
3.8771209057051843 0.0 0.0 0.0 0.0 0.0 0.0
3.900847308904103 0.0 0.0 0.0 0.0 0.0 0.0
3.9248513344577662 0.0 0.0 0.0 0.0 0.0 0.0
3.9491362308219644 0.0 0.0 0.0 0.0 0.0 0.0
3.9737052844626297 0.0 0.0 0.0 0.0 0.0 0.0
3.9985618203005915 0.0 0.0 0.0 0.0 0.0 0.0
4.0237092021615375 0.0 0.0 0.0 0.0 0.0 0.0
4.04915083323124 0.0 0.0 0.0 0.0 0.0 0.0
4.074890156516103 0.0 0.0 0.0 0.0 0.0 0.0
4.100930655309112 0.0 0.0 0.0 0.0 0.0 0.0
4.127275853661216 0.0 0.0 0.0 0.0 0.0 0.0
4.153929316858244 0.0 0.0 0.0 0.0 0.0 0.0
4.180894651903392 0.0 0.0 0.0 0.0 0.0 0.0
4.208175508005354 0.0 0.0 0.0 0.0 0.0 0.0
4.23577557707217 0.0 0.0 0.0 0.0 0.0 0.0
4.2636985942108545 0.0 0.0 0.0 0.0 0.0 0.0
4.29194833823286 0.0 0.0 0.0 0.0 0.0 0.0
4.320528632165469 0.0 0.0 0.0 0.0 0.0 0.0
4.349443343769156 0.0 0.0 0.0 0.0 0.0 0.0
4.3786963860610175 0.0 0.0 0.0 0.0 0.0 0.0
4.408291717844312 0.0 0.0 0.0 0.0 0.0 0.0
4.43823334424421 0.0 0.0 0.0 0.0 0.0 0.0
4.468525317249799 0.0 0.0 0.0 0.0 0.0 0.0
4.499171736262445 0.0 0.0 0.0 0.0 0.0 0.0
4.530176748650559 0.0 0.0 0.0 0.0 0.0 0.0
4.561544550310856 0.0 0.0 0.0 0.0 0.0 0.0
4.593279386236189 0.0 0.0 0.0 0.0 0.0 0.0
4.625385551090024 0.0 0.0 0.0 0.0 0.0 0.0
4.6578673897876275 0.0 0.0 0.0 0.0 0.0 0.0
4.690729298084068 0.0 0.0 0.0 0.0 0.0 0.0
4.723975723169091 0.0 0.0 0.0 0.0 0.0 0.0
4.757611164268955 0.0 0.0 0.0 0.0 0.0 0.0
4.79164017325531 0.0 0.0 0.0 0.0 0.0 0.0
4.826067355261198 0.0 0.0 0.0 0.0 0.0 0.0
4.860897369304273 0.0 0.0 0.0 0.0 0.0 0.0
4.8961349289172915 0.0 0.0 0.0 0.0 0.0 0.0
4.931784802786003 0.0 0.0 0.0 0.0 0.0 0.0
4.967851815394488 0.0 0.0 0.0 0.0 0.0 0.0
5.00434084767806 0.0 0.0 0.0 0.0 0.0 0.0
5.041256837683795 0.0 0.0 0.0 0.0 0.0 0.0
5.078604781238797 0.0 0.0 0.0 0.0 0.0 0.0
5.116389732626282 0.0 0.0 0.0 0.0 0.0 0.0
5.154616805269576 0.0 0.0 0.0 0.0 0.0 0.0
5.1932911724241055 0.0 0.0 0.0 0.0 0.0 0.0
5.232418067877496 0.0 0.0 0.0 0.0 0.0 0.0
5.272002786657858 0.0 0.0 0.0 0.0 0.0 0.0
5.312050685750363 0.0 0.0 0.0 0.0 0.0 0.0
5.352567184822201 0.0 0.0 0.0 0.0 0.0 0.0
5.39355776695602 0.0 0.0 0.0 0.0 0.0 0.0
5.4350279793919505 0.0 0.0 0.0 0.0 0.0 0.0
5.476983434278315 0.0 0.0 0.0 0.0 0.0 0.0
5.519429809431115 0.0 0.0 0.0 0.0 0.0 0.0
5.562372849102404 0.0 0.0 0.0 0.0 0.0 0.0
5.605818364757663 0.0 0.0 0.0 0.0 0.0 0.0
5.649772235862258 0.0 0.0 0.0 0.0 0.0 0.0
5.694240410677107 0.0 0.0 0.0 0.0 0.0 0.0
5.739228907063659 0.0 0.0 0.0 0.0 0.0 0.0
5.784743813298283 0.0 0.0 0.0 0.0 0.0 0.0
5.830791288896197 0.0 0.0 0.0 0.0 0.0 0.0
5.877377565445035 0.0 0.0 0.0 0.0 0.0 0.0
5.924508947448157 0.0 0.0 0.0 0.0 0.0 0.0
5.972191813177841 0.0 0.0 0.0 0.0 0.0 0.0
6.0204326155384535 0.0 0.0 0.0 0.0 0.0 0.0
6.069237882939715 0.0 0.0 0.0 0.0 0.0 0.0
6.118614220180188 0.0 0.0 0.0 0.0 0.0 0.0
6.168568309341104 0.0 0.0 0.0 0.0 0.0 0.0
6.219106910690643 0.0 0.0 0.0 0.0 0.0 0.0
6.270236863598805 0.0 0.0 0.0 0.0 0.0 0.0
6.32196508746297 0.0 0.0 0.0 0.0 0.0 0.0
6.374298582644305 0.0 0.0 0.0 0.0 0.0 0.0
6.427244431415118 0.0 0.0 0.0 0.0 0.0 0.0
6.480809798917299 0.0 0.0 0.0 0.0 0.0 0.0
6.535001934131975 0.0 0.0 0.0 0.0 0.0 0.0
6.589828170860513 0.0 0.0 0.0 0.0 0.0 0.0
6.645295928717001 0.0 0.0 0.0 0.0 0.0 0.0
6.701412714132333 -2.9292806471087805e-07 0.10227443 1.3612466 -0.0006398747 8.053142e-05 0.08170557
6.758058901517281 0.04146727266577482 0.1045222 1.356442 -0.0007605604 3.042144e-05 0.08040465
6.81511063035974 0.08363812808535064 0.10662237 1.3517511 -0.00085610757 -1.4369432e-05 0.079135805
6.871663394368743 0.16868943119420896 0.10804904 1.3471808 -0.0008444849 -5.1616647e-05 0.07791158
6.929261047789917 0.21265326339015425 0.10973041 1.3426466 -0.00077021937 -8.0212645e-05 0.07669594
6.987263113284009 0.25735573020201996 0.111397624 1.3382516 -0.00060585747 -8.51575e-05 0.07552024
7.045670550482871 0.30280779362033355 0.11288567 1.3339593 -0.0005144987 -7.2600444e-05 0.074376896
7.104484255623306 0.34902076179789876 0.11418851 1.3299584 -0.0004515857 -5.4880824e-05 0.07331165
7.163705064984334 0.3960060855461063 0.11539627 1.3259523 -0.0004113182 -3.7832648e-05 0.07224822
7.223333766496082 0.4437751443556371 0.11646722 1.3220124 -0.0003603527 -2.7422811e-05 0.07120672
7.283371075987192 0.49233967287065605 0.11756091 1.3181744 -0.00042001286 -2.881272e-05 0.07019535
7.343817612253395 0.5417119899393782 0.118734 1.3143934 -0.0004701618 -2.4803714e-05 0.06920235
7.404673950964816 0.5919041353517087 0.11983144 1.3105445 -0.0006096376 -2.8153449e-05 0.06819488
7.465940618493025 0.6429280756388197 0.12094554 1.3068483 -0.0006539972 -1.5215421e-05 0.06722759
7.52761805646867 0.6947961448797352 0.12203258 1.3031156 -0.00062242383 1.9803988e-06 0.066254556
7.589706634671076 0.747520828960339 0.122870766 1.2995886 -0.00051724724 1.4462297e-05 0.06533635
7.652206673091043 0.8011145388443944 0.123793334 1.2959387 -0.00047553895 1.7934806e-05 0.064391255
7.715118397209541 0.8555900623844429 0.1248006 1.2923781 -0.00047624134 1.4513813e-05 0.06347034
7.77844190099343 0.9109608067831337 0.12587045 1.2889079 -0.0005371895 1.6054857e-05 0.06257544
7.8421772435294015 0.9672398840636923 0.12679449 1.285398 -0.0005612291 9.407924e-06 0.061673384
7.906324433063089 1.0244403291647544 0.12728928 1.2819998 -0.00053076365 7.997847e-06 0.060802992
7.970883369168556 1.0825755667653405 0.12756333 1.2788284 -0.00046325388 2.2056038e-05 0.059992194
8.03585386625275 1.141659182703069 0.12769015 1.2755992 -0.0004958767 2.768745e-05 0.05917001
8.101235687343376 1.2017046838883454 0.1277316 1.2724023 -0.0004656045 2.2030203e-05 0.05835955
8.167028475859686 1.2627259766461378 0.1279231 1.2692701 -0.00038502977 2.7460506e-05 0.057567466
8.2332317050967 1.3247376231837993 0.12809996 1.2660985 -0.00034892975 2.7022994e-05 0.056768194
8.299844822759376 1.3877538733832413 0.12821448 1.2628138 -0.00034956448 3.4230598e-06 0.055943027
8.366867224020693 1.45178889578378 0.12824729 1.2595115 -0.00040692225 -2.0773932e-05 0.055115316
8.434298168611818 1.5168572716204818 0.12826645 1.2563071 -0.00044340378 -2.9921966e-05 0.05431487
8.502136816230461 1.5829737527930754 0.12823023 1.25306 -0.0003900727 -2.5803562e-05 0.05350636
8.570382273461071 1.6501530078159452 0.12789117 1.2498953 -0.00024368617 -1.1716525e-06 0.05272035
8.63903349922768 1.7184101278838821 0.12750334 1.2467756 -0.00012176623 2.5870166e-05 0.051948536
8.718894785000032 1.7342955208863875 0.13118805 1.2433994 -0.00011058382 4.584726e-05 0.051052123
8.788784848685221 1.8043276155393866 0.13070793 1.2402735 -3.114406e-05 5.0765342e-05 0.050282538
8.859083673655508 1.8754819553899418 0.13020195 1.2372414 -2.5602278e-05 3.9987637e-05 0.049538426
8.929789919443408 1.947774094090446 0.12935095 1.2342796 -7.5313576e-05 1.675243e-05 0.0488139
9.000902078416567 2.0212200261144146 0.12824029 1.2313131 -0.00011606995 -9.417944e-06 0.04809068
9.072418524961353 2.095835928303948 0.12707755 1.2283928 -0.0001051862 -2.2466635e-05 0.047380723
9.144337577662435 2.171637888738542 0.12611675 1.2255383 -0.00011244377 -1.918003e-05 0.04668887
9.216657374169309 2.2486424467057993 0.12540677 1.2226181 -7.4064956e-05 -5.706859e-06 0.04598227
9.303478276695264 2.2698246561289595 0.12875287 1.219483 -0.00017066512 1.6463446e-05 0.045156695
9.37707943516868 2.348835495778976 0.12756425 1.2167621 -0.00015448572 2.893329e-05 0.044503372
9.451082510452208 2.4290978082696704 0.12625292 1.2139649 -0.0003507709 2.0942487e-05 0.043831542
9.525485288189513 2.5106286309374144 0.1247807 1.2112386 -0.0005809992 -2.1233118e-06 0.04317995
9.60028535097691 2.593445471323963 0.12319127 1.2085752 -0.00069944793 -2.5433306e-05 0.042545676
9.67548022299796 2.677565742964973 0.121493965 1.2059176 -0.0006778047 -4.1575506e-05 0.0419143
9.76783703435112 2.7031243125149276 0.12415452 1.2030945 -0.00062142755 -5.5927318e-05 0.041173175
9.84434427524013 2.7894377976839895 0.122346535 1.2005723 -0.00056840095 -6.0767285e-05 0.040578198
9.921245970808316 2.8771071794508774 0.120646104 1.197987 -0.0004620665 -5.3688294e-05 0.03996948
9.998539089488823 2.9661509768565177 0.1188346 1.1954681 -0.00045860282 -4.0094463e-05 0.039378244
10.076220538913892 3.05658761100157 0.11705558 1.1930149 -0.00040623918 -2.8312228e-05 0.03880506
10.1734143311147 3.086071020972594 0.119521834 1.1902914 -0.0004909307 -2.6423197e-05 0.038095206
10.252433169282032 3.1788671832712923 0.11773904 1.1878566 -0.00047802244 -4.3329776e-05 0.03752815
10.331838762229063 3.273111207752651 0.115871206 1.1854384 -0.0003659631 -5.773791e-05 0.036968067
10.432102185574644 3.304874511674872 0.11811435 1.1828854 -0.00029198983 -5.8959187e-05 0.03630404
10.512865036083111 3.4015791079501527 0.11605482 1.1805801 1.787669e-05 -4.3804834e-05 0.035773635
10.59401241131864 3.499788230146788 0.11389972 1.1782544 0.00020264144 -3.168686e-05 0.035238564
10.675540028470317 3.5995227286789926 0.111634746 1.1760244 0.00030142185 -2.6968926e-05 0.034729328
10.779948884721737 3.6347267605265707 0.11364584 1.1735934 0.0001572449 -1.1525075e-05 0.034099936
10.862853645227865 3.737066469881251 0.11142108 1.171418 1.6924616e-05 -9.362239e-06 0.03360489
10.94613518005479 3.8409909289959416 0.10922487 1.1692238 -0.00018743971 -1.0531887e-05 0.033107277
11.05379665583055 3.8787692630887367 0.11136966 1.1669152 -0.00039893147 1.3261398e-05 0.03251122
11.138473476257017 3.9854092478629375 0.10921076 1.1648971 -0.00040846027 3.927073e-05 0.03205759
11.223522613170507 4.093695762616964 0.10703713 1.1628869 -0.0005178348 5.469699e-05 0.031607065
11.334519259935641 4.134180957701251 0.10935192 1.1609573 -0.0004927771 5.4622644e-05 0.0311068
11.420981070077689 4.245297466546575 0.10723247 1.1590474 -0.00049429666 4.018539e-05 0.030683149
11.507809922041735 4.358124098645047 0.105098754 1.157146 -0.00034254923 2.3855115e-05 0.030262087
11.622225536061737 4.401454449780476 0.10730032 1.1552296 -0.00011738571 -5.8166843e-06 0.029767685
11.710483219884786 4.517230873068596 0.10509023 1.1533885 0.00019221407 -1.2424079e-05 0.029363386
11.799101251650562 4.634784281008849 0.10284609 1.1515939 0.00043927095 -2.641478e-06 0.028970748
11.917020834968493 4.681104065840648 0.10484015 1.1496687 0.000643056 3.5779735e-06 0.028477786
12.007083277010201 4.801730516525484 0.10266983 1.1479411 0.00059915 1.8522125e-05 0.028102146
12.09749869222973 4.92420206379576 0.10072027 1.146196 0.00035607797 1.7744012e-05 0.027724203
12.219008426853428 4.973661749738079 0.103032745 1.1443437 0.0003943627 9.757497e-07 0.02725338
12.310882678429056 5.099334527190906 0.10096237 1.1426765 0.00023720578 -1.10942865e-05 0.0268955
12.434939652570288 5.150720607953875 0.10340038 1.1409633 0.00033475284 -2.3114146e-05 0.026461147
12.52828861856043 5.279679323131749 0.10115744 1.1392968 0.00018423177 -3.2680065e-05 0.02610463
12.621979649531152 5.410601430654267 0.098827705 1.137621 1.8658757e-06 -4.3237054e-05 0.025746737
12.749779893174491 5.4653849274031545 0.1010993 1.1358477 2.0214022e-05 -4.4475535e-05 0.025300434
12.844958100477296 5.599729880012588 0.09871361 1.134157 -5.671426e-05 -4.5786503e-05 0.024940077
12.94046746933638 5.7361139104018655 0.09627791 1.1325216 -9.647281e-05 -3.81261e-05 0.024592955
13.072100458476926 5.7944627932274715 0.098282434 1.1307718 -5.9252514e-05 -2.9284267e-05 0.024154663
